#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
S00372	372	1962 A PI 2	R3          	8K78I	8K78I	1962 Aug 25	R06349	1962 Aug 25 0227	Earth	1962 Sep  2	R	-	RVSN	SU	PROG	Blok-I	-	2000	?	2000	?	2900	?	9.4	 	2.7	 	9.4	 	Cyl	1962 Aug 27	179	 	277	 	64.89	 	LLEO/I	-	-
S00373	373	1962 A PI 3	C  M        	BOZ	BOZ	1962 Aug 25	A00249	1962 Aug 25 0319	Earth	1962 Aug 31	R	-	RVSN	SU	OKB1	BOZ	-	600	?	300	?	600	?	0.9	 	2.5	 	2.5	 	Irr	1962 Aug 27	137	 	477	 	65.56	 	LLEO/I	-	-
S00374	374	1962 A RHO 1	P   D       	Mariner 2	Mariner R-2	1962 Aug 27	S00375	1962 Aug 27 0721	Earth	1962 Aug 27 1633	DSO	D00028	JPL	US	JPL	Ranger	-	203	 	193	?	203	 	3.4	 	1	 	5	 	Hex Cyl + Truss + 2 Pan	1962 Aug 27	197	 	-100773	 	32.03	 	EEO	-	-
S00375	375	1962 A RHO 2	R2  D       	Agena B 6902	Agena B 6902	1962 Aug 27	R06356	1962 Aug 27 0700	Earth	1962 Aug 27 1633	DSO	D00027	MSFC	US	LMSC	Agena B	-	3050	?	715	?	715	?	6.3	 	1.5	 	6.3	 	Cyl	1962 Aug 27	197	 	-100773	 	32.03	 	EEO	-	-
S00376	376	1962 A PI 6	C  X        	deb Sputnik	-	1962 Aug 25	A00249	1962 Aug 25 0320?	Earth	1962 Sep  6	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Aug 27	167	 	441	 	65.83	 	LLEO/I	-	-
S00377	377	1962 A SIG	P A         	FTV 1153	CORONA M-11	1962 Aug 29	A00251	1962 Aug 29 0107	Earth	1962 Sep 10	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	184	 	184	 	1244	 	2.3	 	1.5	 	2.3	 	Frust + Cyl	1962 Sep  1	169	 	394	 	65.21	 	LLEO/I	-	":UF,:CC,NRO Mission 9044:CM,CORONA 49:CA,MURAL 11"
S00378	378	1962 A OMI 3	C  Y        	P35 despin weight	-	1962 Aug 23	S00369	1962 Aug 23 1150?	Earth	1992 Aug 12	R	-	SAFSP	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 23	619	 	970	 	98.61	 	LEO/S	-	-
S00379	379	1962 A PI 4	C  X        	deb Sputnik	-	1962 Aug 25	A00249	1962 Aug 25 0320?	Earth	1962 Sep  5	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Aug 30	130	 	227	 	65.59	 	LLEO/I	-	-
S00380	380	1962 A PI 5	C  X        	deb Sputnik	-	1962 Aug 25	A00249	1962 Aug 25 0320?	Earth	1962 Aug 30	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Aug 30	130	 	424	 	65.59	 	LLEO/I	-	-
S00381	381	1962 A TAU 1	P A         	[AMS Venera]	2MV-1 No. 2	1962 Sep  1	A00256	1962 Sep  1 0314	Earth	1962 Sep  6	AR	-	OKB1	SU	OKB1	MV	KDU-414	600	?	600	?	5900	?	2.8	 	1.1	 	4	 	Step Cyl + 2 Pan	1962 Sep  2	185	 	246	 	64.8	 	LLEO/I	-	-
S00382	382	1962 A TAU 2	R3          	8K78I	8K78I	1962 Sep  1	R06390	1962 Sep  1 0221	Earth	1962 Sep  3	R	-	RVSN	SU	PROG	Blok-I	-	2000	?	2000	?	2900	?	9.4	 	2.7	 	9.4	 	Cyl	1962 Sep  2	164	 	164	 	64.72	 	LLEO/I	-	-
S00383	383	1962 A TAU 3	C  M        	BOZ	BOZ	1962 Sep  1	A00256	1962 Sep  1 0312	Earth	1962 Oct  1	R	-	RVSN	SU	OKB1	BOZ	-	600	?	300	?	600	?	0.9	 	2.5	 	2.5	 	Irr	1962 Sep 10	192	 	327	 	64.68	 	LLEO/I	-	-
S00384	384	1962 A TAU 4	C  X        	deb Sputnik	-	1962 Sep  1	A00256	1962 Sep  1 0312?	Earth	1962 Sep 21	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 10	183	 	325	 	64.72	 	LLEO/I	-	-
S00385	385	1962 A UPS	P A         	FTV 1132	ARGON 10	1962 Sep  1	A00258	1962 Sep  1 2046	Earth	1964 Oct 26 0930?	AR	-	NRO/ACE	US	LMSC	CORONA ARGON	-	144	 	144	 	1204	 	1.3	 	1.5	 	1.3	 	Frust	1962 Oct  1	288	 	670	 	82.82	 	LLEO/I	-	":UF,:CC,NRO Mission 9042A:CM,CORONA 50:CA"
S00386	386	1962 A PI 7	C  X        	deb Sputnik	-	1962 Aug 25	A00249	1962 Aug 25 0320?	Earth	1962 Sep  8	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep  2	152	 	426	 	65.31	 	LLEO/I	-	-
S00387	387	1962 A PI 8	C  X        	deb Sputnik	-	1962 Aug 25	A00249	1962 Aug 25 0320?	Earth	1962 Sep  5	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep  1	211	 	340	 	65.33	 	LLEO/I	-	-
S00388	388	1962 A OMI 4	R4          	MG-18 S/N 7	MG-18 S/N 7/Sep B	1962 Aug 23	R06338	1962 Aug 23 1143?	Earth	1999 May  3	R	-	LARCN	US	LPC	MG-18	-	248	 	24	?	24	?	1.5	 	0.5	 	1.5	 	Cyl	1962 Sep 24	612	 	854	 	98.62	 	LEO/S	-	-
S00389	389	1962 A PHI 1	P A         	[AMS Venera]	2MV-2 No. 1	1962 Sep 12	A00264	1962 Sep 12 0200	Earth	1962 Sep 14	AR	-	OKB1	SU	OKB1	MV	KDU-414	900	?	900	?	5900	?	3.2	 	1.1	 	4	 	Step Cyl + 2 Pan	1962 Sep 12	163	 	195	 	64.8	 	LLEO/I	-	-
S00390	390	1962 A PHI 2	R3          	8K78I	8K78I	1962 Sep 12	R06403	1962 Sep 12 0108	Earth	1962 Sep 12	R	-	RVSN	SU	PROG	Blok-I	-	2000	?	2000	?	2900	?	9.4	 	2.7	 	9.4	 	Cyl	1962 Sep 12	163	 	195	 	64.8	 	LLEO/I	-	-
S00391	391	1962 A PHI 3	C  M        	BOZ	BOZ	1962 Sep 12	A00264	1962 Sep 12 0200	Earth	1962 Sep 17	R	-	RVSN	SU	OKB1	BOZ	-	600	?	300	?	600	?	0.9	 	2.5	 	2.5	 	Irr	1962 Sep 14	189	 	225	 	64.75	 	LLEO/I	-	-
S00392	392	1962 A PHI 4	C  X        	deb Sputnik	-	1962 Sep 12	S00390	1962 Sep 12 0108	Earth	1962 Sep 13	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 13	162	 	202	 	64.83	 	LLEO/I	-	-
S00393	393	1962 A PHI 5	C  X        	deb Sputnik	-	1962 Sep 12	S00390	1962 Sep 12 0108	Earth	1962 Sep 13	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 13	162	 	181	 	64.83	 	LLEO/I	-	-
S00394	394	1962 A PHI 6	C  X        	deb Sputnik	-	1962 Sep 12	S00390	1962 Sep 12 0108	Earth	1962 Sep 16	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 14	162	 	205	 	64.83	 	LLEO/I	-	-
S00395	395	1962 A PHI 7	C  X        	deb Sputnik	-	1962 Sep 12	S00390	1962 Sep 12 0108	Earth	1962 Sep 15	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 12	189	 	229	 	64.75	 	LLEO/I	-	-
S00396	396	1962 A CHI	P A         	FTV 1133	CORONA M-12	1962 Sep 17	A00265	1962 Sep 17 2353	Earth	1962 Nov 19	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	186	 	186	 	1246	 	2.3	 	1.5	 	2.3	 	Frust + Cyl	1962 Oct 17	192	 	528	 	81.86	 	LLEO/I	-	":UF,:CC,NRO Mission 9043:CM,CORONA 51:CA,MURAL 12"
S00397	397	1962 A PSI 1	P           	Tiros 6	Tiros F2	1962 Sep 18	S00398	1962 Sep 18 0914?	Earth	-	O	-	GSFC	US	RCA	Tiros	-	127	 	127	 	127	 	0.6	 	1.1	 	1.1	 	Cyl	1962 Oct 21	682	 	713	 	58.28	 	LEO/I	-	":N,:NB,NASA A-51:NA2"
S00398	398	1962 A PSI 2	R3          	Altair	Altair X-248-A5	1962 Sep 18	R06420	1962 Sep 18 0904	Earth	1983 Jan 10	R	-	GSFC	US	ABL	Altair	-	24	 	24	 	24	 	1.5	 	0.5	 	1.5	 	Cyl	1962 Oct 19	684	 	707	 	58.29	 	LEO/I	-	-
S00399	399	1962 A PSI 3	C  Y        	Tiros VI despin weight	-	1962 Sep 18	S00397	1962 Sep 18 0916?	Earth	2019 Jan 11	R	-	GSFC	US	-	-	-	1	?	1	?	1	?	3.5	 	0	 	3.5	 	Cable + Box	1962 Nov 21	692	 	765	 	58.42	 	LEO/I	-	-
S00400	400	1962 A PSI 4	C  Y        	Tiros VI despin weight	-	1962 Sep 18	S00397	1962 Sep 18 0916?	Earth	1989 Apr  5	R	-	GSFC	US	-	-	-	1	?	1	?	1	?	3.5	 	0	 	3.5	 	Cable + Box	1962 Dec  3	637	 	692	 	58.19	 	LEO/I	-	-
S00401	401	1961 OMI 121	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1989 Jan 25	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1989 Jan 24	327	 	345	 	67	 	LLEO/I	-	-
S00402	402	1961 OMI 122	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 20	920	 	1028	 	66.71	 	LEO/I	-	-
S00403	403	1961 OMI 123	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 20	955	 	993	 	66.86	 	LEO/I	-	-
S00404	404	1961 OMI 124	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 19	973	 	1109	 	66.88	 	LEO/I	-	-
S00405	405	1961 OMI 125	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Apr 28	970	 	1114	 	66.9	 	LEO/I	-	-
S00406	406	1961 OMI 126	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 20	975	 	1189	 	66.8	 	LEO/I	-	-
S00407	407	1961 OMI 127	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 20	884	 	1154	 	66.36	 	LEO/I	-	-
S00408	408	1961 OMI 128	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 20	975	 	1095	 	66.8	 	LEO/I	-	-
S00409	409	1961 OMI 129	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 23	853	 	988	 	66.71	 	LEO/I	-	-
S00410	410	1961 OMI 130	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 23	972	 	1010	 	66.7	 	LEO/I	-	-
S00411	411	1961 OMI 131	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1978 Jun 20	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 27	740	 	955	 	66.92	 	LEO/I	-	-
S00412	412	1961 OMI 132	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1980 Jun 30	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 26	813	 	1011	 	66.44	 	LEO/I	-	-
S00413	413	1961 OMI 133	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1989 Dec  2	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1989 Dec  1	317	 	335	 	66.44	 	LLEO/I	-	-
S00414	414	1961 OMI 134	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 20	957	 	1021	 	66.46	 	LEO/I	-	-
S00415	415	1961 OMI 135	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1989 May 27	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1989 May 26	246	 	286	 	67.62	 	LLEO/I	-	-
S00416	416	1961 OMI 136	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 20	845	 	975	 	66.53	 	LEO/I	-	-
S00417	417	1961 OMI 137	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 14	845	 	977	 	66.72	 	LEO/I	-	-
S00418	418	1961 OMI 138	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1991 Nov  5	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Nov  4	676	 	1033	 	67.75	 	LEO/I	-	-
S00419	419	1961 OMI 139	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	2014 Dec  9	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 17	977	 	1150	 	66.91	 	LEO/I	-	-
S00420	420	1961 OMI 140	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Nov 11	802	 	984	 	66.84	 	LEO/I	-	-
S00421	421	1961 OMI 141	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1984 Oct  2	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 23	915	 	970	 	66.73	 	LEO/I	-	-
S00422	422	1962 A OME 1	P           	Kosmos-9	Zenit-2 No. 7L	1962 Sep 27	S00423	1962 Sep 27 0949	Earth	1962 Oct  1 0923	L	Kustanai	OKB1	SU	OKB1	Zenit-2	-	2100	 	2100	 	4700	 	6.5	?	2.4	?	6.5	?	Sphere + DCone	1962 Sep 29	297	 	339	 	64.99	 	LLEO/I	-	-
S00423	423	1962 A OME 2	R3          	8A92E	8A92E	1962 Sep 27	R06445	1962 Sep 27 0949	Earth	1962 Dec 22	R	-	RVSN	SU	PROG	Blok-E	-	1440	 	1440	 	1440	 	3.8	 	2.6	 	3.8	 	Cyl	1962 Oct 28	281	 	327	 	64.96	 	LLEO/I	-	-
S00424	424	1962 B ALP 1	P           	Alouette 1	Alouette 1	1962 Sep 29	A00270	1962 Sep 29 0700	Earth	 -	O	-	DRTE	CA	DEHAVT/RCAV	Alouette	-	145	 	145	 	145	 	0.9	 	1.1	 	46	 	Ell + 4 Ant	1962 Nov 10	999	 	1027	 	80.47	 	LEO/I	-	NASA S-27:P
S00425	425	1962 A OME 3	C  F        	Kosmos-9 sensor cover	-	1962 Sep 27	S00422	1962 Sep 27 0950?	Earth	1962 Oct  6	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Sep 29	299	 	334	 	65.03	 	LLEO/I	-	-
S00426	426	1962 B ALP 2	P A         	TAVE	TAVE	1962 Sep 29	A00270	1962 Sep 29 0612	Earth	-	AO	-	GSFC	US	GSFC	TAVE	-	91	 	91	 	900	 	0.9	 	1.1	 	0.9	 	Cyl	1962 Nov 10	998	 	1023	 	80.48	 	LEO/I	-	-
S00427	427	1962 B BET	P A         	FTV 1154	CORONA M-13	1962 Sep 29	A00271	1962 Sep 29 2342	Earth	1962 Oct  8	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	186	 	186	 	1246	 	2.3	 	1.5	 	2.3	 	Frust + Cyl	1962 Oct  1	200	 	371	 	65.37	 	LLEO/I	-	":UF,:CC,NRO Mission 9045:CM,CORONA 52:CA,MURAL 13"
S00428	428	1962 A OME 4	C  X        	deb Kosmos-9	-	1962 Sep 27	S00422	1962 Sep 27 0950?	Earth	1962 Oct  8	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Oct  1	297	 	324	 	64.99	 	LLEO/I	-	-
S00429	429	1962 A OME 5	C  X        	deb Kosmos-9	-	1962 Sep 27	S00422	1962 Sep 27 0950?	Earth	1962 Oct  4	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Oct  1	297	 	317	 	64.99	 	LLEO/I	-	-
S00430	430	1962 A OME 6	C  X        	deb Kosmos-9	-	1962 Sep 27	S00422	1962 Sep 27 0950?	Earth	1962 Oct  8	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Oct  2	297	 	307	 	64.99	 	LLEO/I	-	-
S00431	431	1962 A OME 7	C  X        	deb Kosmos-9	-	1962 Sep 27	S00422	1962 Sep 27 0950?	Earth	1962 Oct  3	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Oct  1	297	 	307	 	64.99	 	LLEO/I	-	-
S00432	432	1962 B GAM 1	P           	Explorer 14	NASA S-3A	1962 Oct  2	S26558	1962 Oct  2 2225?	Earth	1965?	R?	-	GSFC	US	RAYM	EPE	-	40	 	40	 	40	 	0.5	 	0.7	 	1.3	 	Oct Cyl + Ant + 4 Pan	1964 Oct 20	915	 	96959	 	33.6	 	VHEO	-	":N,:NA,EPE B:NB"
S00433	433	1962 B DEL 1	PH H        	Sigma Seven	Mercury SC16	1962 Oct  3	S00434	1962 Oct  3 1220:29	Earth	1962 Oct  3 2128:22	L	32.09N 174.48W	MSC	US	MCDA	Mercury	-	1170	 	1170	 	1373	?	2.9	 	1.8	 	2.9	 	Frust	1962 Oct  3	156	 	286	 	32.55	 	LLEO/I	-	Mercury MA-8
S00434	434	1962 B DEL 2	R1          	Atlas D 113D	Atlas D 113D	1962 Oct  3	-	1962 Oct  3 1220:26	Earth	1962 Oct  4	R	-	MSC	US	GDC	Atlas	-	3400	 	3400	 	3400	 	20	 	3	 	20	 	Cyl	1962 Oct  3	157	 	277	 	32.55	 	LLEO/I	-	-
S00435	435	1962 A OME 8	C  X        	deb Kosmos-9	-	1962 Sep 27	S00422	1962 Sep 27 0950?	Earth	1962 Oct  6	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Oct  3	256	 	256	 	64.99	 	LLEO/I	-	-
S00436	436	1962 B EPS	P A         	FTV 1134	ARGON 9	1962 Oct  9	A00283	1962 Oct  9 1842	Earth	1962 Nov 16	AR	-	NRO/ACE	US	LMSC	CORONA ARGON	-	137	 	137	 	1147	 	1.3	 	1.5	 	1.3	 	Frust	1962 Oct 17	216	 	401	 	81.97	 	LLEO/I	-	":UF,:CC,NRO Mission 9046A:CM,CORONA 53:CA"
S00437	437	1962 B ZET 1	P           	Kosmos-10	Zenit-2 No. 5L	1962 Oct 17	S00438	1962 Oct 17 0909	Earth	1962 Oct 21 0750	L	Akmolinsk SW	OKB1	SU	OKB1	Zenit-2	-	2100	 	2100	 	4700	 	6.5	?	2.4	?	6.5	?	Sphere + DCone	1962 Oct 17	196	 	368	 	65	 	LLEO/I	-	-
S00438	438	1962 B ZET 2	R3          	8A92E	8A92E	1962 Oct 17	R06544	1962 Oct 17 0909	Earth	1962 Nov  5	R	-	RVSN	SU	PROG	Blok-E	-	1440	 	1440	 	1440	 	3.8	 	2.6	 	3.8	 	Cyl	1962 Oct 25	195	 	328	 	64.9	 	LLEO/I	-	-
S00439	439	1962 B ETA 1	P   D       	Ranger 5	RA-5	1962 Oct 18	S00440	1962 Oct 18 1737	Earth	1962 Oct 19 0757	DSO	D00030	JPL	US	JPL	Ranger Block 2	-	203	 	203	 	351	 	3.4	 	1	 	5	 	Hex Cyl + Truss + 2 Pan	1962 Oct 19	207	 	543753	 	28.32	 	CLO	-	-
S00440	440	1962 B ETA 2	R2  D       	Agena B 6005	Agena B 6005	1962 Oct 18	R06557	1962 Oct 18 1707	Earth	1962 Oct 19 0757	DSO	D00029	MSFC	US	LMSC	Agena B	-	2240	?	600	?	600	?	6.3	 	1.5	 	6.3	 	Cyl	1962 Oct 18	217	 	558269	 	28.32	 	CLO	-	-
S00441	441	1962 B THE 1	P           	Kosmos-11	DS-A1 No. 1	1962 Oct 20	S00442	1962 Oct 20 0407	Earth	1964 May 18	R	-	OKB586	SU	OKB586	DS	-	220	 	220	 	220	 	1.8	 	1.2	 	1.8	 	Ell	1962 Nov 27	249	 	864	 	48.98	 	LLEO/I	-	-
S00442	442	1962 B THE 2	R2          	S1	S1	1962 Oct 20	R06566	1962 Oct 20 0407	Earth	1963 Jun  6	R	-	RVSN	SU	OKB586	S1	-	840	 	840	 	840	 	8	 	1.6	 	8	 	Cyl	1962 Nov 23	246	 	825	 	48.98	 	LLEO/I	-	-
S00443	443	1962 B IOT 1	P           	[AMS Mars]	2MV-4 No. 1	1962 Oct 24	S00457	1962 Oct 24 1856	Earth	1962 Oct 29	R	-	OKB1	SU	OKB1	MV	KDU-414	893	?	893	?	893	?	3.2	 	1.1	 	4	 	Step Cyl + 2 Pan	1962 Oct 24	202	 	260	 	65.11	 	LLEO/I	-	-
S00444	444	1962 B KAP	P A         	Starad	CORONA R&D	1962 Oct 26	A00290	1962 Oct 26 1621	Earth	1967 Oct  5 1615?	AR	-	NRO/CIA	US	LMSC	CORONA STARAD	-	315	 	315	 	915	 	2	?	1.5	 	2	?	Cone	1962 Nov 26	199	 	5494	 	71.41	 	MEO	-	":N,:CC,FTV 1401:UF,CORONA 54:CA"
S00445	445	1962 B LAM 1	P           	Explorer 15	NASA S-3B	1962 Oct 27	S04924	1962 Oct 27 2329?	Earth	1978 Jan 15	R	-	GSFC	US	RAYM	EPE	-	44	 	44	 	44	 	0.5	 	0.7	 	1.3	 	Oct Cyl + Ant + 4 Pan	1962 Dec  9	312	 	17619	 	17.97	 	HEO	-	":N,:NA,EPE C:NB,SERB"
S00446	446	1962 B MU 1	P           	ANNA 1B	ANNA 1B	1962 Oct 31	S00447	1962 Oct 31 0840?	Earth	-	O	-	BUWEPS	US	APL	Transit 1	-	157	 	157	 	157	 	0.9	 	0.9	 	0.9	 	Sphere	1962 Dec  2	1081	 	1179	 	50.15	 	LEO/I	-	-
S00447	447	1962 B MU 2	R2          	Ablestar 012	AJ10-104 012	1962 Oct 31	R06658	1962 Oct 31 0840?	Earth	-	O	-	AFSSD	US	AJ	Ablestar	-	670	?	600	 	600	?	4.8	 	1.4	 	4.8	 	Cyl	1962 Dec  8	1068	 	1164	 	50.13	 	LEO/I	-	-
S00448	448	1962 B NU 1	R3          	8K78I	8K78I	1962 Nov  1	R06695	1962 Nov  1 1623	Earth	1962 Nov  2	R	-	RVSN	SU	PROG	Blok-I	-	2000	?	2000	?	2900	?	9.4	 	2.7	 	9.4	 	Cyl	1962 Nov  2	157	 	238	 	65.09	 	LLEO/I	-	-
S00449	449	1962 B NU 2	C  M        	BOZ	BOZ	1962 Nov  1	A00293	1962 Nov  1 1714	Earth	1962 Nov  3	R	-	RVSN	SU	OKB1	BOZ	-	600	?	300	?	600	?	0.9	 	2.5	 	2.5	 	Irr	1962 Nov  2	157	 	201	 	65.09	 	LLEO/I	-	-
S00450	450	1962 B NU 3	P   D       	AMS Mars	2MV-4 No. 2	1962 Nov  1	A00293	1962 Nov  1 1719	Earth	1962 Nov  2 0140?	DSO	D00033	OKB1	SU	OKB1	MV	KDU-414	893	 	893	 	893	 	3.2	 	1.1	 	4	 	Step Cyl + 2 Pan	1962 Nov  1	200	 	     Inf	 	65	 	EEO	-	Mars-1
S00451	451	1962 B XI 1	P A         	[AMS Mars]	2MV-3 No. 1	1962 Nov  4	A00294	1962 Nov  4 1636	Earth	1962 Nov  5	AR	-	OKB1	SU	OKB1	MV	KDU-414	600	?	600	?	5900	?	2.8	 	1.1	 	4	 	Step Cyl + 2 Pan	1962 Nov  5	170	 	170	 	64.85	 	LLEO/I	-	-
S00452	452	1962 B XI 2	R3          	8K78I	8K78I	1962 Nov  4	R06714	1962 Nov  4 1544	Earth	1962 Nov  8	R	-	RVSN	SU	PROG	Blok-I	-	2000	?	2000	?	2900	?	9.4	 	2.7	 	9.4	 	Cyl	1962 Nov  5	185	 	250	 	64.85	 	LLEO/I	-	-
S00453	453	1962 B OMI	P A         	FTV 1136	CORONA M-14	1962 Nov  5	A00296	1962 Nov  5 2211	Earth	1962 Dec  3	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	189	 	189	 	1250	 	2.3	 	1.5	 	2.3	 	Frust + Cyl	1962 Nov 15	194	 	391	 	75.02	 	LLEO/I	-	":UF,:CC,NRO Mission 9047:CM,CORONA 55:CA,MURAL 14"
S00454	454	1962 B XI 3	C  M        	BOZ	BOZ	1962 Nov  4	A00294	1962 Nov  4 1635	Earth	1963 Jan 19	R	-	RVSN	SU	OKB1	BOZ	-	600	?	300	?	600	?	0.9	 	2.5	 	2.5	 	Irr	1962 Dec  9	204	 	457	 	64.72	 	LLEO/I	-	-
S00455	455	1962 B PI	P A         	FTV 2405	SAMOS E-6 No. 5	1962 Nov 11	A00301	1962 Nov 11 2026	Earth	1962 Nov 12 2250?	AR	POR	AFSMS	US	GEVF	Samos 201	-	400	?	400	?	1940	?	2.5	 	1.5	 	2.5	 	Cyl	1962 Nov 11	216	 	235	 	96.11	 	LLEO/S	-	AFP-201 PVP 855
S00456	456	1962 B IOT 2	R3          	8K78I	8K78I	1962 Oct 24	R06595	1962 Oct 24 1804	Earth	1962 Dec 22	R	-	RVSN	SU	PROG	Blok-I	-	2000	?	2000	?	2000	?	9.4	 	2.7	 	9.4	 	Cyl	1962 Nov 19	182	 	525	 	64.82	 	LLEO/I	-	-
