#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
S00865	865	1964-049B	C  M        	BOZ	BOZ	1964 Aug 22	S00898	1964 Aug 22 0830	Earth	1964 Sep 28	R	-	RVSN	SU	OKB1	BOZ	-	600	?	300	?	600	?	0.9	 	2.5	 	2.5	 	Irr	1964 Sep  1	197	 	450	 	64.74	 	LLEO/I	-	-
S00866	866	1964-050B	R2          	S1	S1	1964 Aug 22	R09972	1965 Aug 22 1106?	Earth	1965 Aug  2	R	-	RVSN	SU	YUZH	S1	-	840	 	840	 	840	 	8	 	1.6	 	8	 	Cyl	1964 Sep 22	226	 	1052	 	48.99	 	LEO/I	-	-
S00867	867	1964-050C	P           	Kosmos-43	Strela-1	1964 Aug 22	S00866	1965 Aug 22 1107?	Earth	1965 Dec 27	R	-	OKB10	SU	OKB10	Strela-1 11F610	-	50	 	50	 	50	 	0.8	 	0.8	 	0.8	 	Poly	1964 Sep 22	231	 	1066	 	49	 	LEO/I	-	-
S00868	868	1964-049C	C  X        	deb Kosmos-41	-	1964 Aug 22	S00863	1964 Aug 22 0830?	Earth	1964 Aug 30	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Aug 25	157	 	530	 	64.82	 	LLEO/I	-	-
S00869	869	1964-049D	P           	Kosmos-41	Molniya-1 No. 1L	1964 Aug 22	S00898	1964 Aug 22 0834?	Earth	2004 Apr  9	R	-	OKB1	SU	OKB1	Molniya-1	KDU-414	1650	 	1620	 	1650	 	4.4	 	1.4	 	8.6	 	Cyl + 6 Pan	1964 Sep 22	424	 	39769	 	64.87	 	GTO	-	-
S00870	870	1964-051A	P           	Explorer 20	NASA S-48	1964 Aug 25	S00871	1964 Aug 25 1356?	Earth	-	O	-	GSFC	US	CHAIL	S-48	-	44	 	44	 	44	 	0.8	 	0.7	 	37	 	DCone + 6 Ant	1964 Oct  8	869	 	1018	 	79.9	 	LEO/I	-	-
S00871	871	1964-051B	R4          	Scout S134R Stage 4	Altair 2 X-258C1 RH-68	1964 Aug 25	R09982	1964 Aug 25 1355	Earth	-	O	-	LARCN	US	ABL	Altair	-	33	 	33	 	33	 	1.5	 	0.5	 	1.5	 	Cyl	1964 Oct 12	869	 	1012	 	79.91	 	LEO/I	-	-
S00872	872	1964-052A	P           	Nimbus 1	Nimbus A	1964 Aug 28	S00878	1964 Aug 28 0856?	Earth	1974 May 16	R	-	GSFC	US	GEVF	Nimbus	-	376	 	376	 	376	 	3.1	 	1.4	 	3.4	 	Cone + 2 Pan	1964 Sep 28	426	 	935	 	98.67	 	LEO/S	-	-
S00873	873	1964-051C	D  J        	X-258 launch debris?	-	1964 Aug 25	S00870	1964 Aug 25 1400?	Earth	1968 Apr 18	R	-	GSFC	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Sep 24	873	 	994	 	79.84	 	LEO/I	-	-
S00874	874	1964-051D	D  J        	X-258 launch debris?	-	1964 Aug 25	S00870	1964 Aug 25 1400?	Earth	1968 Jun 17	R	-	GSFC	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Sep 28	872	 	1000	 	79.83	 	LEO/I	-	-
S00875	875	1964-051E	D  J        	X-258 launch debris?	-	1964 Aug 25	S00870	1964 Aug 25 1400?	Earth	1968 Sep 16	R	-	GSFC	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Sep 29	864	 	1014	 	79.82	 	LEO/I	-	-
S00876	876	1964-053A	P           	Kosmos-44	Meteor No. 1L	1964 Aug 28	S00877	1964 Aug 28 1610?	Earth	-	O	-	VNIEM	SU	VNIEM	Meteor	-	1250	?	1250	?	1250	?	4.5	?	1.4	 	4.5	?	Cyl + 2 Pan	1964 Oct  9	607	 	863	 	65.08	 	LEO/I	-	-
S00877	877	1964-053B	R3          	8A92E	8A92E	1964 Aug 28	R09997	1964 Aug 28 1610?	Earth	-	O	-	RVSN	SU	PROG	Blok-E	-	1440	 	1440	 	1440	 	3.8	 	2.6	 	3.8	 	Cyl	1964 Oct 11	686	 	791	 	65.09	 	LEO/I	-	-
S00878	878	1964-052B	R2-----*    	Agena B 6201	Agena B  6201	1964 Aug 28	R09994	1964 Aug 28 0854	Earth	1974 Aug 13	R	-	GSFC	US	LMSC	Agena B	-	600	 	600	 	600	 	6.3	 	1.5	 	6.3	 	Cyl	1964 Oct 10	424	 	937	 	98.68	 	LEO/S	-	-
S00879	879	1964-054A	P   D       	OGO 1	OGO A	1964 Sep  5	A00535	1964 Sep  5 0222	Earth	1964 Sep  6 0411?	DSO	D00051	GSFC	US	TRW	OGO	-	487	 	487	 	487	 	1.7	 	0.8	 	12	?	Box + 2 Pan + 2 Ant	1964 Oct 25	1289	 	148412	 	32.34	 	DSO	-	NASA S-49:P
S00880	880	1964-055A	P           	Kosmos-45	Zenit-4 No. 5L	1964 Sep 13	S00881	1964 Sep 13 0954?	Earth	1964 Sep 18 0802?	L	-	OKB1F3	SU	OKB1F3	Zenit-4	-	2200	?	2200	?	5650	?	6.5	?	2.4	?	6.5	?	Sphere + DCone	1964 Sep 14	200	 	316	 	64.91	 	LLEO/I	-	-
S00881	881	1964-055B	R3          	11A57I	11A57I	1964 Sep 13	R10065	1964 Sep 13 0954?	Earth	1964 Sep 27	R	-	RVSN	SU	PROG	Blok-I	-	3000	?	3000	?	3000	?	9.4	 	2.7	 	9.4	 	Cyl	1964 Sep 15	201	 	304	 	64.89	 	LLEO/I	-	-
S00882	882	1964-056A	P A         	OPS 3497	CORONA J-11	1964 Sep 14	A00536	1964 Sep 14 2259	Earth	1964 Oct  6 1700?	AR	-	NRO/CIA	US	LMSC	CORONA KH-4A	-	201	 	201	 	1551	 	2.1	 	1.3	 	2.1	 	Cyl	1964 Sep 25	171	 	442	 	84.97	 	LLEO/I	-	":C,:CC,NRO Mission 1010:CM,CORONA 85:CA"
S00883	883	1964-057A	P A         	Apollo BP-15	Apollo BP-15 CM	1964 Sep 18	A00539	1964 Sep 18 1633	Earth	1964 Sep 22 1200?	AR	-	MSC	US	NAAD	CM	-	4298	 	4298	 	16393	 	3.5	 	3.9	 	3.9	 	Cone	1964 Sep 20	177	 	206	 	31.73	 	LLEO/I	-	AS-102
S00884	884	1964-058A	P           	OPS 4262	GAMBIT SV 962	1964 Sep 23	S00887	1964 Sep 23 2016?	Earth	1964 Sep 28 1500?	R	-	NRO/SAFSP	US	GEVF	AFP-206 OCV	-	2000	?	2000	?	2190	?	5	 	1.5	 	5	 	Cyl + Frust	1964 Sep 25	121	 	233	 	92.91	 	LLEO/P	-	NRO Mission 4011
S00885	885	1964-059A	P           	Kosmos-46	Zenit-2 No. 23L	1964 Sep 24	S00886	1964 Sep 24 1214?	Earth	1964 Oct  2 1210?	L	-	GURVO	SU	OKB1F3	Zenit-2	-	2100	 	2100	 	4700	 	6.5	?	2.4	?	6.5	?	Sphere + DCone	1964 Sep 29	210	 	261	 	51.25	 	LLEO/I	-	":C,:RC,11F61 No. R15001-05:RA"
S00886	886	1964-059B	R3          	8A92E	8A92E	1964 Sep 24	R10121	1964 Sep 24 1214?	Earth	1964 Oct  7	R	-	RVSN	SU	PROG	Blok-E	-	1440	 	1440	 	1440	 	3.8	 	2.6	 	3.8	 	Cyl	1964 Sep 29	212	 	254	 	51.26	 	LLEO/I	-	-
S00887	887	1964-058B	R2          	Agena D 4809	Agena D	1964 Sep 23	R10111	1964 Sep 23 2015?	Earth	1964 Sep 26	R	-	AFSSD	US	LMSC	Agena D	-	600	 	600	 	600	 	6.3	 	1.5	 	6.3	 	Cyl	1964 Sep 23	142	?	302	?	92.9	 	LLEO/P	-	-
S00888	888	1964-056B	C  F        	Fairing	Fairing	1964 Sep 14	A00536	1964 Sep 24 0053	Earth	1964 Sep 26	R	-	NRO/CIA	US	LMSC	SRV Adapter	-	25	?	25	?	25	?	0.8	 	1.3	 	1.3	 	Frust	1964 Sep 24	172	 	442	 	85	 	LLEO/P	-	-
S00889	889	1964-060A	P           	IMP 2	IMP B	1964 Oct  4	A00549	1964 Oct  4 0352	Earth	1966 Jan	R	-	GSFC	US	GSFC	IMP	-	62	 	62	 	62	 	0.2	 	0.7	 	2.5	 	Oct Cyl + 2 Pan + 2 Ant	1964 Nov 29	666	 	94526	 	33.82	 	VHEO	-	Explorer 21
S00890	890	1964-061A	P A         	OPS 3333	CORONA J-3	1964 Oct  5	A00552	1964 Oct  5 2157	Earth	1964 Oct 26 0941	AR	75.0N 26.6W	NRO/CIA	US	LMSC	CORONA KH-4A	-	215	 	215	 	1590	 	2.1	 	1.3	 	2.1	 	Cyl	1964 Oct 14	175	 	411	 	79.97	 	LLEO/I	-	":C,:CC,NRO Mission 1011:CM,CORONA 86:CA"
S00891	891	1964-062A	P -H        	Kosmos-47	Voskhod 3KV No. 2	1964 Oct  6	S00892	1964 Oct  6 0712	Earth	1964 Oct  7 0730	L	-	OKB1	SU	OKB1	Vostok	-	2520	 	2520	 	5320	?	6.5	?	2.4	?	6.5	?	Sphere + DCone	1964 Oct  6	174	 	383	 	64.6	 	LLEO/I	-	3KV No. 2:RA2
S00892	892	1964-062B	R3          	11A57I	11A57I	1964 Oct  6	R10198	1964 Oct  6 0712	Earth	1964 Oct 14	R	-	RVSN	SU	PROG	Blok-I	-	3000	?	3000	?	3000	?	9.4	 	2.7	 	9.4	 	Cyl	1964 Oct 10	167	 	317	 	64.7	 	LLEO/I	-	-
S00893	893	1964-063A	R2          	Ablestar 016	AJ10-104D	1964 Oct  6	R10201	1964 Oct  6 1711	Earth	-	O	-	AFSSD	US	AJ	Ablestar	-	670	?	600	 	600	?	4.8	 	1.4	 	4.8	 	Cyl	1964 Nov 16	1040	 	1071	 	89.91	 	LEO/P	-	-
S00894	894	1964-062C	C  X        	deb Kosmos-47	-	1964 Oct  6	S00891	1964 Oct  6 0712?	Earth	1964 Oct  9	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Oct  6	180	?	370	?	64.7	?	LLEO/I	-	-
S00895	895	1964-062D	C  X        	deb Kosmos-47	-	1964 Oct  6	S00891	1964 Oct  6 0712?	Earth	1964 Oct 12	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Oct  6	180	 	368	 	64.77	 	LLEO/I	-	-
S00896	896	1964-062E	C  X        	deb Kosmos-47	-	1964 Oct  6	S00891	1964 Oct  6 0712?	Earth	1964 Oct  9	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Oct  6	180	?	370	?	64.7	?	LLEO/I	-	-
S00897	897	1964-063B	P           	NNS 30010	NNS O-1	1964 Oct  6	S00893	1964 Oct  6 1744?	Earth	-	O	-	BUWEPS	US	NAFI	Transit 5	-	54	?	54	?	54	?	0.3	 	0.5	 	30	 	Oct Cyl + 4 Pan + Ant	1964 Dec 21	1053	 	1083	 	89.92	 	LEO/P	-	-
S00898	898	1964-049E	R4          	Blok-L No. R103-36	Blok-L	1964 Aug 22	S00863	1964 Aug 22 0726	Earth	2004 May  7	R	-	RVSN	SU	OKB1	Blok-L	-	5000	?	900	?	900	?	2.7	 	2.5	 	2.7	 	Cyl	1964 Oct  9	352	 	39902	 	64.99	 	GTO	-	-
S00899	899	1964-064A	P           	Explorer 22	Beacon Explorer B	1964 Oct 10	S00907	1964 Oct 10 0327?	Earth	-	O	-	GSFC	US	APL	Transit 5	-	52	 	52	 	52	 	0.3	 	0.5	 	4	?	Oct Cyl + 4 Pan	1964 Nov 23	886	 	1079	 	79.69	 	LEO/I	-	NNS 04164
S00900	900	1964-063C	P           	Dragsphere 1	Dragsphere	1964 Oct  6	S00901	1964 Oct  7 1100?	Earth	-	O	-	NRL	US	NRL	"NRL 14"""	-	1	 	1	 	1	 	0.4	 	0.4	 	0.4	 	Sphere	1964 Nov 11	1053	 	1081	 	89.92	 	LEO/P	-	-
S00901	901	1964-063D	C  A        	Adapter	-	1964 Oct  6	S00893	1964 Oct  6 1744?	Earth	-	O	-	BUWEPS	US	NAFI?	-	-	20	?	20	?	20	?	1	?	0.5	 	1	?	Cyl	1964 Nov 21	1061	 	1078	 	89.92	 	LEO/P	-	-
S00902	902	1964-063E	P           	Dragsphere 2	Dragsphere	1964 Oct  6	S00901	1964 Oct  7 1100?	Earth	-	O	-	NRL	US	NRL	"NRL 14"""	-	10	 	10	 	10	 	0.4	 	0.4	 	0.4	 	Sphere	1964 Nov  9	1058	 	1079	 	89.92	 	LEO/P	-	-
S00903	903	1964-063F	C  X        	deb NNSS 30010	-	1964 Oct  6	S00893	1964 Oct  6 1744?	Earth	-	O	-	BUWEPS	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Nov  9	1061	 	1079	 	89.92	 	LEO/P	-	-
S00904	904	1964-065A	PH H        	Voskhod	Voskhod 3KV No. 3	1964 Oct 12	S00905	1964 Oct 12 0739	Earth	1964 Oct 13 0747:04	L	-	OKB1	SU	OKB1	Vostok	-	2520	 	2520	 	5320	?	6.5	?	2.4	?	6.5	?	Sphere + DCone	1964 Oct 12	177	 	336	 	64.72	 	LLEO/I	-	3KV No. 3:RA2
S00905	905	1964-065B	R3          	11A57I	11A57I	1964 Oct 12	R10242	1964 Oct 12 0739	Earth	1964 Oct 20	R	-	RVSN	SU	PROG	Blok-I	-	3000	?	3000	?	3000	?	9.4	 	2.7	 	9.4	 	Cyl	1964 Oct 15	169	 	328	 	64.77	 	LLEO/I	-	-
S00906	906	1964-065C	C  X        	deb Voskhod	-	1964 Oct 12	S00905	1964 Oct 12 0739?	Earth	1964 Oct 13	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Oct 12	177	?	336	?	64.72	 	LLEO/I	-	-
S00907	907	1964-064B	R4          	Altair 2 X-258C2 RH-72	X-258C1	1964 Oct 10	R10233	1964 Oct 10 0311	Earth	-	O	-	LARCN	US	ABL	Altair	-	33	 	33	 	33	 	1.5	 	0.5	 	1.5	 	Cyl	1964 Dec 19	890	 	1074	 	79.71	 	LEO/I	-	-
S00908	908	1964-066A	P           	Kosmos-48	Zenit-2 No. 24L	1964 Oct 14	S00909	1964 Oct 14 1010?	Earth	1964 Oct 20 0912?	L	-	TSUKOS	SU	OKB1F3	Zenit-2	-	2100	 	2100	 	4700	 	6.5	?	2.4	?	6.5	?	Sphere + DCone	1964 Oct 15	203	 	282	 	65.09	 	LLEO/I	-	":C,:RC,11F61 No. R15002-01:RA"
S00909	909	1964-066B	R3          	8A92E	8A92E	1964 Oct 14	R10256	1964 Oct 14 1010?	Earth	1964 Oct 28	R	-	RVSN	SU	PROG	Blok-E	-	1440	 	1440	 	1440	 	3.8	 	2.6	 	3.8	 	Cyl	1964 Oct 17	215	 	279	 	65.03	 	LLEO/I	-	-
S00910	910	1964-066C	C  X        	deb Kosmos-48	-	1964 Oct 14	S00908	1964 Oct 14 1010?	Earth	1964 Oct 16	R	-	TSUKOS	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Oct 15	203	?	282	?	65.09	?	LLEO/I	-	-
S00911	911	1964-067A	P A         	OPS 3559	CORONA J-13	1964 Oct 17	A00563	1964 Oct 17 2209	Earth	1964 Nov  4 0435?	AR	-	NRO/CIA	US	LMSC	CORONA KH-4A	-	262	 	262	 	1637	 	2.1	 	1.3	 	2.1	 	Cyl	1964 Oct 25	170	 	392	 	74.99	 	LLEO/I	-	":C,:CC,NRO Mission 1012:CM,CORONA 87:CA"
S00912	912	1964-068A	P           	OPS 4384	GAMBIT SV 963	1964 Oct 23	S00916	1964 Oct 23 1840?	Earth	1964 Oct 28 2000?	D	-	NRO/SAFSP	US	GEVF	AFP-206 OCV	-	2000	?	2000	?	2190	?	5	 	1.5	 	5	 	Cyl + Frust	1964 Oct 27	148	 	306	 	95.5	 	LLEO/S	-	NRO Mission 4013
S00913	913	1964-069A	P           	Kosmos-49	DS-MG No. 2	1964 Oct 24	S00915	1964 Oct 24 0524?	Earth	1965 Aug 21	R	-	OKB586	SU	OKB586	DS	-	285	 	285	 	285	 	1.8	 	1.2	 	1.8	 	Ell	1964 Nov 28	259	 	460	 	48.95	 	LLEO/I	-	-
S00914	914	1964-068B	P           	STEP 13	P-11 No. 4302	1964 Oct 23	S00916	1964 Oct 23 1920?	Earth	1965 Feb 23 2345?	R	-	NRO/SAFSP	US	LMSC/HRBS	P-11	-	95	 	95	 	100	 	0.3	 	0.9	 	0.9	 	Cyl	1964 Nov 26	295	 	334	 	95.5	 	LLEO/S	-	"NRO Mission 7305,OPS 5063"
S00915	915	1964-069B	R2          	S1	S1	1964 Oct 24	R10314	1964 Oct 24 0524?	Earth	1965 Feb 10	R	-	RVSN	SU	OKB586	S1	-	840	 	840	 	840	 	8	 	1.6	 	8	 	Cyl	1964 Nov 23	252	 	439	 	48.97	 	LLEO/I	-	-
S00916	916	1964-068C	R2          	Agena D 4811	Agena D	1964 Oct 23	R10311	1964 Oct 23 1839?	Earth	1964 Nov  4	R	-	AFSSD	US	LMSC	Agena D	-	600	 	600	 	600	 	6.3	 	1.5	 	6.3	 	Cyl	1964 Oct 27	149	 	209	 	95.5	 	LLEO/S	-	-
S00917	917	1964-069C	C  F        	Kosmos-49 boom cover?	-	1964 Oct 24	S00913	1964 Oct 24 0530?	Earth	1964 Nov 17	R	-	OKB586	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Oct 31	258	 	400	 	48.91	 	LLEO/I	-	-
S00918	918	1964-068D	PX-R--U     	SRV Mission 4013	-	1964 Oct 23	S00912	1964 Oct 27 2043?	Earth	1964 Oct 29 1200?	R	-	NRO/SAFSP	US	GERSD	SRV	Star 12	157	 	157	 	0	 	0.8	 	0.7	 	0.8	 	Cone	1964 Oct 27	140	?	300	?	95.5	 	LLEO/S	-	-
S00919	919	1964-070A	P           	Kosmos-50	Zenit-2 No. 25L	1964 Oct 28	S00920	1964 Oct 28 1050?	Earth	1964 Nov  5 1030?	E	-	TSUKOS	SU	OKB1F3	Zenit-2	-	2100	 	2100	 	4700	 	6.5	?	2.4	?	6.5	?	Sphere + DCone	1964 Oct 29	187	 	233	 	51.23	 	LLEO/I	-	":C,:RC,11F61 No. R15002-02:RA"
S00920	920	1964-070B	R3          	8A92E	8A92E	1964 Oct 28	R10343	1964 Oct 28 1050?	Earth	1964 Nov  2	R	-	RVSN	SU	PROG	Blok-E	-	1440	 	1440	 	1440	 	3.8	 	2.6	 	3.8	 	Cyl	1964 Oct 31	181	 	218	 	51.24	 	LLEO/I	-	-
S00921	921	1964-071A	P A         	OPS 5434	CORONA J-15	1964 Nov  2	A00572	1964 Nov  2 2137	Earth	1964 Nov 28 0530?	AR	-	NRO/CIA	US	LMSC	CORONA KH-4A	-	273	 	273	 	1648	 	2.1	 	1.3	 	2.1	 	Cyl	1964 Nov 13	182	 	414	 	79.97	 	LLEO/I	-	":C,:CC,NRO Mission 1013:CM,CORONA 88:CA"
S00922	922	1964-072A	P A         	OPS 3062	Project 698BK Group 3-D	1964 Nov  4	A00574	1964 Nov  4 0220	Earth	1969 Nov  5 1452?	AR	-	NRO/SAFSP	US	LMSC/CHAIL	SAMOS F-2	-	526	 	526	 	1526	 	3	?	1.5	 	3	?	Irr	1964 Dec 14	507	 	526	 	82.04	 	LLEO/I	-	":C,:P,NRO Mission 7157:CM,Ferret 7:JP"
S00923	923	1964-073A	P   D       	Mariner 3	Mariner C-2	1964 Nov  5	A00576	1964 Nov  5 1958	Earth	1964 Nov  6 0643	DSO	D00055	JPL	US	JPL	Mariner	-	261	 	261	 	397	 	2.9	 	1.3	 	6.9	 	Oct Cyl + 4 Pan	1964 Nov  5	180	 	-210700	 	31.07	 	EEO	-	-
S00924	924	1964-074A	P A         	Explorer 23	NASA S-55C	1964 Nov  6	A00578	1964 Nov  6 1211	Earth	1983 Jun 29	AR	-	LARCN	US	LARCN	S-55	-	96	 	96	 	134	 	0.9	 	0.6	 	0.9	 	Cyl	1964 Dec  6	464	 	978	 	51.96	 	LEO/I	-	-
S00925	925	1964-072B	C  F        	Ferret sensor cover?	-	1964 Nov  4	S00922	1964 Nov  4 0310?	Earth	1967 Oct  2	R	-	SAFSP	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Dec 12	504	 	524	 	82.04	 	LLEO/I	-	-
S00926	926	1964-072C	C  F        	Ferret sensor cover?	-	1964 Nov  4	S00922	1964 Nov  4 0310?	Earth	1966 Jun 30	R	-	SAFSP	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Dec  4	506	 	521	 	82.06	 	LLEO/I	-	-
S00927	927	1964-072D	C  F        	Ferret sensor cover?	-	1964 Nov  4	S00922	1964 Nov  4 0310?	Earth	1966 Jun 30	R	-	SAFSP	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Dec 11	506	 	522	 	82.02	 	LLEO/I	-	-
S00928	928	1964-070C	D  X        	deb 8A92E	-	1964 Oct 28	S00920	1964 Nov  5 1200?	Earth	1964 Nov 13	R	-	TSUKOS	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Nov  5	194	 	254	 	51.2	 	LLEO/I	-	-
S00929	929	1964-070D	D  X        	deb 8A92E	-	1964 Oct 28	S00920	1964 Nov  5 1200?	Earth	1964 Nov 15	R	-	TSUKOS	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Nov  5	136	 	228	 	51.2	 	LLEO/I	-	-
S00930	930	1964-075A	P A         	OPS 3360	CORONA J-16	1964 Nov 18	A00586	1964 Nov 18 2042	Earth	1964 Dec  6	AR	-	NRO/CIA	US	LMSC	CORONA KH-4A	-	280	 	280	 	1675	?	2.1	 	1.3	 	2.1	 	Cyl	1964 Nov 27	174	 	326	 	70.01	 	LLEO/I	-	":C,:CC,NRO Mission 1014:CM,CORONA 89:CA"
S00931	931	1964-076A	P           	Explorer 24	AD-B	1964 Nov 21	S00933	1964 Nov 21 1725?	Earth	1968 Oct 18	R	-	LARCN	US	SCHJ	12' Sphere	-	8	 	8	 	8	 	3.6	 	3.6	 	3.6	 	Sphere	1964 Dec 26	542	 	2480	 	81.35	 	LEO/I	-	-
S00932	932	1964-076B	P           	Explorer 25	Injun 4	1964 Nov 21	S00933	1964 Nov 21 1720?	Earth	-	O	-	LARCN	US	BENDX/UIA	Bendix Utility	-	41	 	41	 	41	 	0.6	 	0.6	 	0.6	 	Poly	1964 Dec 21	528	 	2492	 	81.35	 	LEO/I	-	Injun IV
S00933	933	1964-076C	R4          	Altair 2 X-258C2 RH-74	X-258C2	1964 Nov 21	R10572	1964 Nov 21 1719	Earth	-	O	-	LARCN	US	ABL	Altair	-	33	 	33	 	33	 	1.5	 	0.5	 	1.5	 	Cyl	1965 Jan  5	531	 	2492	 	81.34	 	LEO/I	-	-
S00934	934	1964-076D	C  F        	AD canister cover	-	1964 Nov 21	S00931	1964 Nov 21 1725?	Earth	1982 Oct  2	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Dec 25	535	 	2496	 	81.34	 	LEO/I	-	-
S00935	935	1964-076E	D  J        	deb Explorer XXIV	-	1964 Nov 21	S00931	1964 Nov 21 1725?	Earth	1984 May 28	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Dec 23	532	 	2499	 	81.36	 	LEO/I	-	-
S00936	936	1964-076F	D  J        	deb Explorer XXIV	-	1964 Nov 21	S00931	1964 Nov 21 1725?	Earth	1968 Apr  3	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Dec 27	555	 	2470	 	81.28	 	LEO/I	-	-
S00937	937	1964-076G	D  J        	deb Explorer XXIV	-	1964 Nov 21	S00931	1964 Nov 21 1725?	Earth	1981 Apr 19	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1965 May 27	536	 	2497	 	81.36	 	LEO/I	-	-
S00938	938	1964-077A	P   D       	Mariner 4	Mariner C-3	1964 Nov 28	S00942	1964 Nov 28 1507	Earth	1964 Nov 29 0010	DSO	D00057	JPL	US	JPL	Mariner	-	261	 	251	 	261	 	2.9	 	1.3	 	6.9	 	Oct Cyl + 4 Pan	1964 Nov 28	187	 	-96015	 	28.13	 	EEO	-	-
S00939	939	1964-076H	D  J        	deb Explorer XXIV	-	1964 Nov 21	S00931	1964 Nov 21 1725?	Earth	1968 Apr 30	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Dec 21	540	 	2465	 	81.28	 	LEO/I	-	-
S00940	940	1964-076N	D  J        	deb Explorer XXIV	-	1964 Nov 21	S00931	1964 Nov 21 1725?	Earth	1981 Mar 13	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1965 Jan  6	527	 	2488	 	81.34	 	LEO/I	-	-
S00941	941	1964-076J	D  J        	deb Explorer XXIV	-	1964 Nov 21	S00931	1964 Nov 21 1725?	Earth	1979 Feb 22	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Dec 21	529	 	2484	 	81.34	 	LEO/I	-	-
S00942	942	1964-077B	R2  D       	Agena D 6932	Agena D 6932	1964 Nov 28	R10593	1964 Nov 28 1430	Earth	1964 Nov 29 0010	DSO	D00056	LERC	US	LMSC	Agena D	-	658	 	658	 	658	 	6.3	 	1.5	 	6.3	 	Cyl	1964 Nov 28	180	 	     Inf	 	28.3	 	EEO	-	-
S00943	943	1964-078A	R3          	8K78I	8K78I	1964 Nov 30	R10602	1964 Nov 30 1334?	Earth	1964 Dec  1	R	-	RVSN	SU	PROG	Blok-I	-	2000	?	2000	?	2000	?	9.4	 	2.7	 	9.4	 	Cyl	1964 Nov 30	143	 	235	 	64.76	 	LLEO/I	-	-
S00944	944	1964-078B	C  M        	BOZ	BOZ	1964 Nov 30	A00596	1964 Nov 30 1425?	Earth	1964 Dec  2	R	-	RVSN	SU	OKB1	BOZ	-	600	?	300	?	1500	?	0.9	 	2.5	 	2.5	 	Irr	1964 Nov 30	177	 	210	 	64.71	 	LLEO/I	-	-
S00945	945	1964-078C	P   D       	Zond-2	3MV-4A No. 2	1964 Nov 30	A00596	1964 Nov 30 1430?	Earth	1964 Dec  2?	DSO	D00058	OKB1	SU	OKB1	MV	KDU-414	890	?	890	?	890	?	3.7	?	1.1	 	3.7	?	Step Cyl + 2 Pan + Dish	1964 Nov 30	177	 	     Inf	 	64.71	 	EEO	-	-
S00946	946	1964-079A	P           	OPS 4439	GAMBIT SV 964	1964 Dec  4	A00597	1964 Dec  4 1910?	Earth	1964 Dec  6	R	-	NRO/SAFSP	US	GEVF	AFP-206 OCV	-	2000	?	2000	?	2190	?	5	 	1.5	 	5	 	Cyl + Frust	1965 Dec  5	158	 	357	 	97.02	 	LLEO/S	-	NRO Mission 4014
S00947	947	1964-080A	P           	Kosmos-51	DS-MT No. 3	1964 Dec  9	S00948	1964 Dec  9 2307	Earth	1965 Nov 14	R	-	OKB586	SU	OKB586	DS	-	247	 	247	 	247	 	1.8	 	1.2	 	1.8	 	Ell	1965 Jan 11	259	 	530	 	48.76	 	LLEO/I	-	-
